subscription_id,user_id,plan_type,monthly_fee,payment_method,auto_renew,tenure_months
SUB-208266,SPOT-108266,Free,0.0,None,0,2
SUB-208267,SPOT-108267,Premium Individual,10.99,Credit Card,1,18
SUB-208268,SPOT-108268,Premium Student,5.99,PayPal,0,16
SUB-208269,SPOT-108269,Premium Individual,10.99,Credit Card,1,3
SUB-208270,SPOT-108270,Free,0.0,None,0,22
SUB-208271,SPOT-108271,Free,0.0,None,0,14
SUB-208272,SPOT-108272,Premium Student,5.99,Credit Card,1,7
SUB-208273,SPOT-108273,Premium Individual,10.99,PayPal,1,33
SUB-208274,SPOT-108274,Premium Individual,10.99,Gift Card,1,13
SUB-208275,SPOT-108275,Premium Individual,10.99,Credit Card,1,18
SUB-208276,SPOT-108276,Premium Family,17.99,PayPal,1,13
SUB-208277,SPOT-108277,Premium Duo,14.99,Credit Card,1,24
SUB-208278,SPOT-108278,Free,0.0,None,0,29
SUB-208279,SPOT-108279,Premium Individual,10.99,Credit Card,1,12
SUB-208280,SPOT-108280,Premium Individual,10.99,PayPal,1,8
SUB-208281,SPOT-108281,Free,0.0,None,0,21
SUB-208282,SPOT-108282,Premium Individual,10.99,PayPal,1,18
SUB-208283,SPOT-108283,Free,0.0,None,0,32
SUB-208284,SPOT-108284,Free,0.0,None,0,26
SUB-208285,SPOT-108285,Free,0.0,None,0,3
SUB-208286,SPOT-108286,Free,0.0,None,0,22
SUB-208287,SPOT-108287,Premium Individual,10.99,Credit Card,1,32
SUB-208288,SPOT-108288,Free,0.0,None,0,15
SUB-208289,SPOT-108289,Premium Individual,10.99,Credit Card,1,12
SUB-208290,SPOT-108290,Premium Duo,14.99,Credit Card,1,29
SUB-208291,SPOT-108291,Premium Individual,10.99,Credit Card,1,5
SUB-208292,SPOT-108292,Premium Duo,14.99,Credit Card,1,12
SUB-208293,SPOT-108293,Free,0.0,None,0,13
SUB-208294,SPOT-108294,Free,0.0,None,0,16
SUB-208295,SPOT-108295,Premium Duo,14.99,Credit Card,1,2
SUB-208296,SPOT-108296,Premium Family,17.99,PayPal,0,25
SUB-208297,SPOT-108297,Free,0.0,None,0,30
SUB-208298,SPOT-108298,Premium Individual,10.99,Credit Card,1,10
SUB-208299,SPOT-108299,Premium Individual,10.99,PayPal,1,4
SUB-208300,SPOT-108300,Premium Individual,10.99,Carrier Billing,1,11
SUB-208301,SPOT-108301,Premium Individual,10.99,PayPal,1,30
SUB-208302,SPOT-108302,Free,0.0,None,0,10
SUB-208303,SPOT-108303,Free,0.0,None,0,8
SUB-208304,SPOT-108304,Free,0.0,None,0,25
SUB-208305,SPOT-108305,Free,0.0,None,0,13
SUB-208306,SPOT-108306,Free,0.0,None,0,10
SUB-208307,SPOT-108307,Free,0.0,None,0,24
SUB-208308,SPOT-108308,Free,0.0,None,0,17
SUB-208309,SPOT-108309,Free,0.0,None,0,18
SUB-208310,SPOT-108310,Premium Individual,10.99,Gift Card,1,28
SUB-208311,SPOT-108311,Free,0.0,None,0,30
SUB-208312,SPOT-108312,Premium Family,17.99,PayPal,1,24
SUB-208313,SPOT-108313,Premium Individual,10.99,Credit Card,1,10
SUB-208314,SPOT-108314,Premium Family,17.99,Gift Card,0,26
SUB-208315,SPOT-108315,Premium Individual,10.99,Credit Card,1,8
SUB-208316,SPOT-108316,Free,0.0,None,0,19
SUB-208317,SPOT-108317,Premium Duo,14.99,Credit Card,1,2
SUB-208318,SPOT-108318,Free,0.0,None,0,6
SUB-208319,SPOT-108319,Free,0.0,None,0,3
SUB-208320,SPOT-108320,Free,0.0,None,0,20
SUB-208321,SPOT-108321,Premium Individual,10.99,PayPal,1,26
SUB-208322,SPOT-108322,Premium Individual,10.99,PayPal,1,22
SUB-208323,SPOT-108323,Free,0.0,None,0,16
SUB-208324,SPOT-108324,Premium Individual,10.99,Credit Card,1,10
SUB-208325,SPOT-108325,Premium Family,17.99,PayPal,1,15
SUB-208326,SPOT-108326,Premium Student,5.99,Credit Card,1,24
SUB-208327,SPOT-108327,Free,0.0,None,0,6
SUB-208328,SPOT-108328,Free,0.0,None,0,18
SUB-208329,SPOT-108329,Premium Individual,10.99,Credit Card,0,27
SUB-208330,SPOT-108330,Free,0.0,None,0,14
SUB-208331,SPOT-108331,Premium Individual,10.99,Credit Card,1,17
SUB-208332,SPOT-108332,Premium Individual,10.99,Credit Card,1,13
SUB-208333,SPOT-108333,Free,0.0,None,0,24
SUB-208334,SPOT-108334,Premium Individual,10.99,Credit Card,1,26
SUB-208335,SPOT-108335,Premium Family,17.99,Credit Card,0,15
SUB-208336,SPOT-108336,Premium Individual,10.99,Credit Card,1,5
SUB-208337,SPOT-108337,Premium Family,17.99,PayPal,1,3
SUB-208338,SPOT-108338,Premium Individual,10.99,Credit Card,1,24
SUB-208339,SPOT-108339,Premium Student,5.99,PayPal,1,33
SUB-208340,SPOT-108340,Premium Duo,14.99,Credit Card,1,32
SUB-208341,SPOT-108341,Premium Individual,10.99,Credit Card,1,4
SUB-208342,SPOT-108342,Free,0.0,None,0,10
SUB-208343,SPOT-108343,Free,0.0,None,0,14
SUB-208344,SPOT-108344,Premium Family,17.99,Credit Card,1,29
SUB-208345,SPOT-108345,Premium Individual,10.99,Credit Card,0,16
SUB-208346,SPOT-108346,Premium Individual,10.99,Credit Card,1,7
SUB-208347,SPOT-108347,Premium Individual,10.99,Credit Card,1,13
SUB-208348,SPOT-108348,Premium Individual,10.99,PayPal,0,20
SUB-208349,SPOT-108349,Premium Individual,10.99,PayPal,1,22
SUB-208350,SPOT-108350,Premium Individual,10.99,Gift Card,1,6
SUB-208351,SPOT-108351,Premium Duo,14.99,Credit Card,1,11
SUB-208352,SPOT-108352,Free,0.0,None,0,2
SUB-208353,SPOT-108353,Premium Student,5.99,PayPal,1,23
SUB-208354,SPOT-108354,Premium Individual,10.99,Credit Card,1,32
SUB-208355,SPOT-108355,Free,0.0,None,0,23
SUB-208356,SPOT-108356,Free,0.0,None,0,20
SUB-208357,SPOT-108357,Premium Student,5.99,PayPal,1,8
SUB-208358,SPOT-108358,Free,0.0,None,0,7
SUB-208359,SPOT-108359,Premium Individual,10.99,Credit Card,1,17
SUB-208360,SPOT-108360,Free,0.0,None,0,17
SUB-208361,SPOT-108361,Free,0.0,None,0,7
SUB-208362,SPOT-108362,Premium Duo,14.99,Credit Card,0,14
SUB-208363,SPOT-108363,Free,0.0,None,0,8
SUB-208364,SPOT-108364,Premium Duo,14.99,Carrier Billing,0,32
SUB-208365,SPOT-108365,Premium Individual,10.99,Credit Card,1,24
SUB-208366,SPOT-108366,Free,0.0,None,0,7
SUB-208367,SPOT-108367,Premium Individual,10.99,PayPal,1,16
SUB-208368,SPOT-108368,Premium Individual,10.99,PayPal,1,9
SUB-208369,SPOT-108369,Premium Family,17.99,Carrier Billing,1,29
SUB-208370,SPOT-108370,Free,0.0,None,0,23
SUB-208371,SPOT-108371,Premium Individual,10.99,PayPal,1,31
SUB-208372,SPOT-108372,Premium Individual,10.99,Credit Card,1,7
SUB-208373,SPOT-108373,Premium Individual,10.99,Credit Card,1,18
SUB-208374,SPOT-108374,Premium Individual,10.99,Carrier Billing,1,23
SUB-208375,SPOT-108375,Premium Student,5.99,Credit Card,1,13
SUB-208376,SPOT-108376,Premium Student,5.99,Credit Card,1,4
SUB-208377,SPOT-108377,Premium Family,17.99,Credit Card,1,11
SUB-208378,SPOT-108378,Premium Family,17.99,PayPal,1,6
SUB-208379,SPOT-108379,Free,0.0,None,0,10
SUB-208380,SPOT-108380,Premium Individual,10.99,PayPal,1,23
SUB-208381,SPOT-108381,Premium Duo,14.99,PayPal,1,16
SUB-208382,SPOT-108382,Premium Family,17.99,PayPal,1,32
SUB-208383,SPOT-108383,Free,0.0,None,0,21
SUB-208384,SPOT-108384,Premium Family,17.99,Credit Card,1,8
SUB-208385,SPOT-108385,Free,0.0,None,0,7
SUB-208386,SPOT-108386,Premium Individual,10.99,PayPal,0,7
SUB-208387,SPOT-108387,Premium Individual,10.99,PayPal,1,32
SUB-208388,SPOT-108388,Premium Duo,14.99,Credit Card,1,27
SUB-208389,SPOT-108389,Premium Duo,14.99,Credit Card,1,13
SUB-208390,SPOT-108390,Premium Family,17.99,Credit Card,1,15
SUB-208391,SPOT-108391,Premium Student,5.99,Credit Card,1,30
SUB-208392,SPOT-108392,Free,0.0,None,0,9
SUB-208393,SPOT-108393,Free,0.0,None,0,19
SUB-208394,SPOT-108394,Free,0.0,None,0,17
SUB-208395,SPOT-108395,Free,0.0,None,0,26
SUB-208396,SPOT-108396,Premium Family,17.99,PayPal,1,4
SUB-208397,SPOT-108397,Premium Individual,10.99,PayPal,1,2
SUB-208398,SPOT-108398,Premium Family,17.99,Credit Card,1,3
SUB-208399,SPOT-108399,Premium Student,5.99,Credit Card,1,21
SUB-208400,SPOT-108400,Premium Family,17.99,Credit Card,1,9
SUB-208401,SPOT-108401,Premium Duo,14.99,Credit Card,1,25
SUB-208402,SPOT-108402,Premium Individual,10.99,Credit Card,1,16
SUB-208403,SPOT-108403,Free,0.0,None,0,9
SUB-208404,SPOT-108404,Free,0.0,None,0,32
SUB-208405,SPOT-108405,Free,0.0,None,0,2
SUB-208406,SPOT-108406,Free,0.0,None,0,6
SUB-208407,SPOT-108407,Premium Individual,10.99,Credit Card,1,23
SUB-208408,SPOT-108408,Premium Individual,10.99,PayPal,1,23
SUB-208409,SPOT-108409,Free,0.0,None,0,31
SUB-208410,SPOT-108410,Premium Duo,14.99,Carrier Billing,1,16
SUB-208411,SPOT-108411,Premium Duo,14.99,Credit Card,0,19
SUB-208412,SPOT-108412,Free,0.0,None,0,20
SUB-208413,SPOT-108413,Free,0.0,None,0,19
SUB-208414,SPOT-108414,Free,0.0,None,0,31
SUB-208415,SPOT-108415,Premium Individual,10.99,Credit Card,1,30
SUB-208416,SPOT-108416,Premium Family,17.99,Credit Card,1,3
SUB-208417,SPOT-108417,Premium Individual,10.99,PayPal,0,25
SUB-208418,SPOT-108418,Premium Individual,10.99,Credit Card,0,28
SUB-208419,SPOT-108419,Free,0.0,None,0,19
SUB-208420,SPOT-108420,Premium Individual,10.99,Credit Card,1,4
SUB-208421,SPOT-108421,Free,0.0,None,0,11
SUB-208422,SPOT-108422,Premium Student,5.99,Credit Card,1,32
SUB-208423,SPOT-108423,Free,0.0,None,0,27
SUB-208424,SPOT-108424,Free,0.0,None,0,10
SUB-208425,SPOT-108425,Premium Individual,10.99,PayPal,1,29
SUB-208426,SPOT-108426,Free,0.0,None,0,32
SUB-208427,SPOT-108427,Premium Individual,10.99,PayPal,1,24
SUB-208428,SPOT-108428,Premium Student,5.99,Credit Card,1,8
SUB-208429,SPOT-108429,Premium Duo,14.99,Credit Card,1,27
SUB-208430,SPOT-108430,Premium Family,17.99,Gift Card,1,8
SUB-208431,SPOT-108431,Premium Individual,10.99,PayPal,1,18
SUB-208432,SPOT-108432,Premium Individual,10.99,Credit Card,1,6
SUB-208433,SPOT-108433,Free,0.0,None,0,5
SUB-208434,SPOT-108434,Premium Student,5.99,Credit Card,1,7
SUB-208435,SPOT-108435,Premium Individual,10.99,Credit Card,1,18
SUB-208436,SPOT-108436,Free,0.0,None,0,2
SUB-208437,SPOT-108437,Premium Individual,10.99,Carrier Billing,1,16
SUB-208438,SPOT-108438,Free,0.0,None,0,2
SUB-208439,SPOT-108439,Premium Family,17.99,PayPal,1,4
SUB-208440,SPOT-108440,Free,0.0,None,0,18
SUB-208441,SPOT-108441,Premium Individual,10.99,Credit Card,1,7
SUB-208442,SPOT-108442,Free,0.0,None,0,11
SUB-208443,SPOT-108443,Free,0.0,None,0,22
SUB-208444,SPOT-108444,Free,0.0,None,0,18
SUB-208445,SPOT-108445,Premium Individual,10.99,Gift Card,1,3
SUB-208446,SPOT-108446,Premium Individual,10.99,Credit Card,0,5
SUB-208447,SPOT-108447,Premium Individual,10.99,Credit Card,1,10
SUB-208448,SPOT-108448,Premium Student,5.99,Credit Card,1,18
SUB-208449,SPOT-108449,Free,0.0,None,0,15
SUB-208450,SPOT-108450,Free,0.0,None,0,8
SUB-208451,SPOT-108451,Free,0.0,None,0,6
SUB-208452,SPOT-108452,Premium Individual,10.99,Credit Card,1,30
SUB-208453,SPOT-108453,Free,0.0,None,0,5
SUB-208454,SPOT-108454,Free,0.0,None,0,25
SUB-208455,SPOT-108455,Free,0.0,None,0,10
SUB-208456,SPOT-108456,Premium Individual,10.99,PayPal,1,16
SUB-208457,SPOT-108457,Premium Student,5.99,Gift Card,1,20
SUB-208458,SPOT-108458,Premium Individual,10.99,Credit Card,1,24
SUB-208459,SPOT-108459,Premium Student,5.99,Carrier Billing,1,31
SUB-208460,SPOT-108460,Free,0.0,None,0,9
SUB-208461,SPOT-108461,Premium Individual,10.99,Credit Card,1,15
SUB-208462,SPOT-108462,Free,0.0,None,0,12
SUB-208463,SPOT-108463,Premium Family,17.99,PayPal,1,7
SUB-208464,SPOT-108464,Free,0.0,None,0,5
SUB-208465,SPOT-108465,Premium Duo,14.99,Credit Card,1,19
SUB-208466,SPOT-108466,Free,0.0,None,0,24
SUB-208467,SPOT-108467,Premium Individual,10.99,Credit Card,1,31
SUB-208468,SPOT-108468,Premium Duo,14.99,Gift Card,1,14
SUB-208469,SPOT-108469,Premium Individual,10.99,Gift Card,1,31
SUB-208470,SPOT-108470,Premium Individual,10.99,Credit Card,1,28
SUB-208471,SPOT-108471,Free,0.0,None,0,5
SUB-208472,SPOT-108472,Premium Individual,10.99,PayPal,0,17
SUB-208473,SPOT-108473,Premium Individual,10.99,Carrier Billing,1,8
SUB-208474,SPOT-108474,Premium Individual,10.99,PayPal,1,32
SUB-208475,SPOT-108475,Free,0.0,None,0,11
SUB-208476,SPOT-108476,Free,0.0,None,0,7
SUB-208477,SPOT-108477,Premium Family,17.99,Credit Card,1,13
SUB-208478,SPOT-108478,Premium Family,17.99,PayPal,1,17
SUB-208479,SPOT-108479,Premium Family,17.99,Credit Card,1,30
SUB-208480,SPOT-108480,Premium Individual,10.99,PayPal,0,9
SUB-208481,SPOT-108481,Premium Family,17.99,Credit Card,1,24
SUB-208482,SPOT-108482,Free,0.0,None,0,28
SUB-208483,SPOT-108483,Premium Individual,10.99,PayPal,1,26
SUB-208484,SPOT-108484,Free,0.0,None,0,27
SUB-208485,SPOT-108485,Premium Individual,10.99,Credit Card,1,21
SUB-208486,SPOT-108486,Free,0.0,None,0,22
SUB-208487,SPOT-108487,Free,0.0,None,0,13
SUB-208488,SPOT-108488,Free,0.0,None,0,32
SUB-208489,SPOT-108489,Free,0.0,None,0,18
SUB-208490,SPOT-108490,Premium Duo,14.99,Credit Card,1,8
SUB-208491,SPOT-108491,Premium Individual,10.99,Credit Card,1,31
SUB-208492,SPOT-108492,Premium Individual,10.99,PayPal,1,5
SUB-208493,SPOT-108493,Premium Duo,14.99,PayPal,1,32
SUB-208494,SPOT-108494,Premium Individual,10.99,Credit Card,1,21
SUB-208495,SPOT-108495,Premium Individual,10.99,Credit Card,1,18
SUB-208496,SPOT-108496,Premium Individual,10.99,PayPal,1,23
SUB-208497,SPOT-108497,Free,0.0,None,0,18
SUB-208498,SPOT-108498,Premium Individual,10.99,Carrier Billing,1,5
SUB-208499,SPOT-108499,Premium Student,5.99,Credit Card,1,5
SUB-208500,SPOT-108500,Free,0.0,None,0,30
SUB-208501,SPOT-108501,Free,0.0,None,0,29
SUB-208502,SPOT-108502,Premium Individual,10.99,Credit Card,1,11
SUB-208503,SPOT-108503,Premium Duo,14.99,Credit Card,1,31
SUB-208504,SPOT-108504,Premium Individual,10.99,PayPal,1,31
SUB-208505,SPOT-108505,Premium Individual,10.99,Credit Card,1,6
SUB-208506,SPOT-108506,Premium Family,17.99,PayPal,1,3
SUB-208507,SPOT-108507,Free,0.0,None,0,7
SUB-208508,SPOT-108508,Free,0.0,None,0,16
SUB-208509,SPOT-108509,Premium Individual,10.99,PayPal,1,25
SUB-208510,SPOT-108510,Free,0.0,None,0,19
SUB-208511,SPOT-108511,Free,0.0,None,0,3
SUB-208512,SPOT-108512,Premium Duo,14.99,Carrier Billing,1,6
SUB-208513,SPOT-108513,Free,0.0,None,0,2
SUB-208514,SPOT-108514,Premium Individual,10.99,PayPal,1,33
SUB-208515,SPOT-108515,Free,0.0,None,0,21
SUB-208516,SPOT-108516,Free,0.0,None,0,11
SUB-208517,SPOT-108517,Free,0.0,None,0,26
SUB-208518,SPOT-108518,Premium Individual,10.99,Gift Card,1,9
SUB-208519,SPOT-108519,Premium Individual,10.99,PayPal,1,22
SUB-208520,SPOT-108520,Free,0.0,None,0,9
SUB-208521,SPOT-108521,Free,0.0,None,0,22
SUB-208522,SPOT-108522,Premium Individual,10.99,Gift Card,1,13
SUB-208523,SPOT-108523,Free,0.0,None,0,10
SUB-208524,SPOT-108524,Free,0.0,None,0,23
SUB-208525,SPOT-108525,Premium Family,17.99,Carrier Billing,1,15
SUB-208526,SPOT-108526,Free,0.0,None,0,20
SUB-208527,SPOT-108527,Premium Individual,10.99,Credit Card,1,13
SUB-208528,SPOT-108528,Free,0.0,None,0,3
SUB-208529,SPOT-108529,Premium Duo,14.99,Credit Card,1,22
SUB-208530,SPOT-108530,Premium Individual,10.99,PayPal,1,31
SUB-208531,SPOT-108531,Premium Individual,10.99,PayPal,1,16
SUB-208532,SPOT-108532,Premium Individual,10.99,Credit Card,1,6
SUB-208533,SPOT-108533,Premium Individual,10.99,PayPal,1,6
SUB-208534,SPOT-108534,Premium Duo,14.99,PayPal,1,8
SUB-208535,SPOT-108535,Free,0.0,None,0,9
SUB-208536,SPOT-108536,Free,0.0,None,0,31
SUB-208537,SPOT-108537,Free,0.0,None,0,12
SUB-208538,SPOT-108538,Premium Student,5.99,Credit Card,1,12
SUB-208539,SPOT-108539,Free,0.0,None,0,28
SUB-208540,SPOT-108540,Premium Individual,10.99,PayPal,0,11
SUB-208541,SPOT-108541,Premium Individual,10.99,Credit Card,0,19
SUB-208542,SPOT-108542,Free,0.0,None,0,9
SUB-208543,SPOT-108543,Premium Individual,10.99,PayPal,1,22
SUB-208544,SPOT-108544,Premium Student,5.99,Credit Card,1,15
SUB-208545,SPOT-108545,Free,0.0,None,0,22
SUB-208546,SPOT-108546,Free,0.0,None,0,21
SUB-208547,SPOT-108547,Premium Individual,10.99,Credit Card,1,5
SUB-208548,SPOT-108548,Premium Duo,14.99,PayPal,1,4
SUB-208549,SPOT-108549,Free,0.0,None,0,26
SUB-208550,SPOT-108550,Premium Individual,10.99,Credit Card,1,22
SUB-208551,SPOT-108551,Premium Duo,14.99,PayPal,1,23
SUB-208552,SPOT-108552,Free,0.0,None,0,14
SUB-208553,SPOT-108553,Premium Student,5.99,PayPal,1,17
SUB-208554,SPOT-108554,Free,0.0,None,0,2
SUB-208555,SPOT-108555,Free,0.0,None,0,7
SUB-208556,SPOT-108556,Free,0.0,None,0,22
SUB-208557,SPOT-108557,Premium Individual,10.99,Gift Card,0,14
SUB-208558,SPOT-108558,Premium Individual,10.99,Gift Card,1,20
SUB-208559,SPOT-108559,Free,0.0,None,0,5
SUB-208560,SPOT-108560,Free,0.0,None,0,5
SUB-208561,SPOT-108561,Premium Individual,10.99,Credit Card,1,22
SUB-208562,SPOT-108562,Free,0.0,None,0,14
SUB-208563,SPOT-108563,Premium Individual,10.99,PayPal,1,23
SUB-208564,SPOT-108564,Premium Individual,10.99,Credit Card,1,23
SUB-208565,SPOT-108565,Premium Family,17.99,PayPal,1,21
SUB-208566,SPOT-108566,Free,0.0,None,0,27
SUB-208567,SPOT-108567,Premium Individual,10.99,Credit Card,0,3
SUB-208568,SPOT-108568,Free,0.0,None,0,25
SUB-208569,SPOT-108569,Free,0.0,None,0,26
SUB-208570,SPOT-108570,Premium Individual,10.99,Credit Card,1,27
SUB-208571,SPOT-108571,Free,0.0,None,0,14
SUB-208572,SPOT-108572,Free,0.0,None,0,19
SUB-208573,SPOT-108573,Free,0.0,None,0,10
SUB-208574,SPOT-108574,Free,0.0,None,0,20
SUB-208575,SPOT-108575,Free,0.0,None,0,33
SUB-208576,SPOT-108576,Premium Duo,14.99,Carrier Billing,1,23
SUB-208577,SPOT-108577,Premium Individual,10.99,Credit Card,0,14
SUB-208578,SPOT-108578,Free,0.0,None,0,13
SUB-208579,SPOT-108579,Free,0.0,None,0,24
SUB-208580,SPOT-108580,Premium Individual,10.99,Credit Card,1,27
SUB-208581,SPOT-108581,Free,0.0,None,0,29
SUB-208582,SPOT-108582,Free,0.0,None,0,7
SUB-208583,SPOT-108583,Free,0.0,None,0,31
SUB-208584,SPOT-108584,Free,0.0,None,0,14
SUB-208585,SPOT-108585,Premium Family,17.99,PayPal,1,18
SUB-208586,SPOT-108586,Premium Individual,10.99,PayPal,1,3
SUB-208587,SPOT-108587,Premium Individual,10.99,Gift Card,1,22
SUB-208588,SPOT-108588,Premium Individual,10.99,Credit Card,1,14
SUB-208589,SPOT-108589,Free,0.0,None,0,10
SUB-208590,SPOT-108590,Premium Individual,10.99,Credit Card,1,33
SUB-208591,SPOT-108591,Premium Individual,10.99,PayPal,1,17
SUB-208592,SPOT-108592,Premium Individual,10.99,Credit Card,0,2
SUB-208593,SPOT-108593,Free,0.0,None,0,12
SUB-208594,SPOT-108594,Premium Individual,10.99,Credit Card,1,26
SUB-208595,SPOT-108595,Premium Individual,10.99,Credit Card,1,26
SUB-208596,SPOT-108596,Free,0.0,None,0,28
SUB-208597,SPOT-108597,Free,0.0,None,0,3
SUB-208598,SPOT-108598,Premium Individual,10.99,PayPal,1,33
SUB-208599,SPOT-108599,Free,0.0,None,0,10
SUB-208600,SPOT-108600,Premium Individual,10.99,Credit Card,1,26
SUB-208601,SPOT-108601,Premium Student,5.99,Credit Card,1,29
SUB-208602,SPOT-108602,Premium Individual,10.99,Credit Card,1,29
SUB-208603,SPOT-108603,Premium Individual,10.99,Credit Card,1,32
SUB-208604,SPOT-108604,Free,0.0,None,0,18
SUB-208605,SPOT-108605,Premium Individual,10.99,Credit Card,1,32
SUB-208606,SPOT-108606,Premium Duo,14.99,PayPal,1,11
SUB-208607,SPOT-108607,Free,0.0,None,0,14
SUB-208608,SPOT-108608,Premium Student,5.99,Carrier Billing,1,19
SUB-208609,SPOT-108609,Premium Individual,10.99,Credit Card,1,6
SUB-208610,SPOT-108610,Free,0.0,None,0,29
SUB-208611,SPOT-108611,Premium Family,17.99,PayPal,1,12
SUB-208612,SPOT-108612,Premium Individual,10.99,PayPal,1,6
SUB-208613,SPOT-108613,Premium Duo,14.99,Credit Card,1,23
SUB-208614,SPOT-108614,Premium Individual,10.99,PayPal,1,6
SUB-208615,SPOT-108615,Free,0.0,None,0,21
SUB-208616,SPOT-108616,Premium Individual,10.99,PayPal,1,6
SUB-208617,SPOT-108617,Premium Individual,10.99,Credit Card,1,12
SUB-208618,SPOT-108618,Free,0.0,None,0,27
SUB-208619,SPOT-108619,Premium Individual,10.99,Credit Card,1,22
SUB-208620,SPOT-108620,Premium Individual,10.99,Credit Card,1,9
SUB-208621,SPOT-108621,Free,0.0,None,0,6
SUB-208622,SPOT-108622,Premium Duo,14.99,Carrier Billing,1,3
SUB-208623,SPOT-108623,Premium Individual,10.99,PayPal,1,23
SUB-208624,SPOT-108624,Premium Individual,10.99,Credit Card,1,32
SUB-208625,SPOT-108625,Free,0.0,None,0,33
SUB-208626,SPOT-108626,Premium Duo,14.99,Credit Card,1,28
SUB-208627,SPOT-108627,Premium Individual,10.99,Credit Card,1,21
SUB-208628,SPOT-108628,Free,0.0,None,0,6
SUB-208629,SPOT-108629,Premium Student,5.99,Credit Card,1,20
SUB-208630,SPOT-108630,Premium Individual,10.99,Credit Card,1,18
SUB-208631,SPOT-108631,Free,0.0,None,0,25
SUB-208632,SPOT-108632,Premium Family,17.99,PayPal,1,19
SUB-208633,SPOT-108633,Premium Duo,14.99,Credit Card,1,25
SUB-208634,SPOT-108634,Free,0.0,None,0,3
SUB-208635,SPOT-108635,Premium Individual,10.99,Gift Card,1,17
SUB-208636,SPOT-108636,Free,0.0,None,0,17
SUB-208637,SPOT-108637,Free,0.0,None,0,14
SUB-208638,SPOT-108638,Free,0.0,None,0,9
SUB-208639,SPOT-108639,Free,0.0,None,0,20
SUB-208640,SPOT-108640,Premium Individual,10.99,PayPal,1,12
SUB-208641,SPOT-108641,Premium Student,5.99,Credit Card,1,9
SUB-208642,SPOT-108642,Free,0.0,None,0,11
SUB-208643,SPOT-108643,Free,0.0,None,0,19
SUB-208644,SPOT-108644,Free,0.0,None,0,18
SUB-208645,SPOT-108645,Premium Individual,10.99,Carrier Billing,1,32
SUB-208646,SPOT-108646,Premium Individual,10.99,PayPal,1,29
SUB-208647,SPOT-108647,Free,0.0,None,0,11
SUB-208648,SPOT-108648,Free,0.0,None,0,4
SUB-208649,SPOT-108649,Free,0.0,None,0,6
SUB-208650,SPOT-108650,Premium Individual,10.99,Credit Card,0,18
SUB-208651,SPOT-108651,Premium Individual,10.99,Carrier Billing,1,18
SUB-208652,SPOT-108652,Premium Individual,10.99,PayPal,1,9
SUB-208653,SPOT-108653,Premium Student,5.99,PayPal,1,16
SUB-208654,SPOT-108654,Premium Individual,10.99,PayPal,0,13
SUB-208655,SPOT-108655,Premium Individual,10.99,PayPal,1,14
SUB-208656,SPOT-108656,Premium Individual,10.99,PayPal,1,12
SUB-208657,SPOT-108657,Free,0.0,None,0,13
SUB-208658,SPOT-108658,Premium Family,17.99,Credit Card,1,14
SUB-208659,SPOT-108659,Free,0.0,None,0,3
SUB-208660,SPOT-108660,Premium Family,17.99,PayPal,1,18
SUB-208661,SPOT-108661,Premium Duo,14.99,Carrier Billing,1,2
SUB-208662,SPOT-108662,Premium Family,17.99,PayPal,1,6
SUB-208663,SPOT-108663,Free,0.0,None,0,11
SUB-208664,SPOT-108664,Free,0.0,None,0,30
SUB-208665,SPOT-108665,Premium Duo,14.99,Credit Card,1,14
SUB-208666,SPOT-108666,Premium Family,17.99,Gift Card,1,4
SUB-208667,SPOT-108667,Premium Student,5.99,PayPal,1,24
SUB-208668,SPOT-108668,Premium Individual,10.99,Credit Card,1,18
SUB-208669,SPOT-108669,Premium Duo,14.99,Credit Card,0,9
SUB-208670,SPOT-108670,Free,0.0,None,0,4
SUB-208671,SPOT-108671,Premium Duo,14.99,PayPal,1,11
SUB-208672,SPOT-108672,Free,0.0,None,0,16
SUB-208673,SPOT-108673,Free,0.0,None,0,18
SUB-208674,SPOT-108674,Premium Individual,10.99,Credit Card,1,11
SUB-208675,SPOT-108675,Premium Student,5.99,Credit Card,1,5
SUB-208676,SPOT-108676,Premium Individual,10.99,Carrier Billing,1,30
SUB-208677,SPOT-108677,Free,0.0,None,0,9
SUB-208678,SPOT-108678,Free,0.0,None,0,3
